node_id_from	node_id_to	length
314704780	314704946	18.403191
314705034	314705126	18.403844
130736251	130736320	18.404061
243256335	243256340	18.405537
314704680	314704851	18.406251
316346654	316346684	18.407511
315856263	315856354	18.410283
2826250	2826251	18.412475
315268553	315268556	18.416068
175366596	175366601	18.419093
243256336	243256346	18.419114
105573535	105573574	18.419765
242199349	242199351	18.423061
175834133	175834370	18.423654
177084505	177084508	18.424820
314704757	314704923	18.426473
315844857	315844897	18.428200
177083919	177083952	18.429403
4238205	4238209	18.433288
175834195	175834213	18.434665
177084183	177084206	18.436389
243390194	243390211	18.438314
314704830	314704985	18.439064
130736555	130736975	18.439795
175176412	175176414	18.440435
175176478	175176486	18.442100
242970249	242970265	18.444517
315893710	315893714	18.448017
177083833	177083898	18.450206
130737122	130737180	18.450243
242970344	242970386	18.450890
315844828	315844855	18.451216
316635109	316635141	18.452204
314704893	314705050	18.456822
314704602	314705123	18.456864
316012448	316012455	18.457628
242935878	242935883	18.460319
2834879	2834884	18.460935
177083369	177083444	18.463518
175859579	175859581	18.465849
176124260	176124262	18.466722
175837013	175837022	18.468815
177083776	177083809	18.469112
316635061	316635078	18.469275
315268529	315268655	18.469745
316045088	316045372	18.470545
678133018	678133020	18.472781
316635012	316635041	18.474337
175834175	175834187	18.475620
176124495	176124497	18.477297
130738683	130738696	18.489212
2827490	2827495	18.489723
175176306	175176330	18.489740
130736697	130736729	18.490416
314704530	314705080	18.495613
722624803	722624804	18.496449
316045113	316045379	18.496688
242915674	242915676	18.496707
315882668	315882735	18.496759
175837017	175837025	18.502554
177084283	177084304	18.504143
175834241	175834242	18.504188
105329133	140152784	18.504299
130738658	130738697	18.507513
107683064	107683084	18.517808
315256829	315256832	18.518900
3838684	3838691	18.520038
177084424	177084433	18.521204
242201785	242201787	18.523312
314704608	314704773	18.523862
130738657	130738675	18.525933
175834256	175834337	18.529122
314704928	314705006	18.529242
175366578	175366584	18.529593
177083977	177084027	18.531111
175837018	175837026	18.531955
175836964	175837250	18.535573
242970233	242970246	18.538908
314704834	314704937	18.539635
315893730	315893733	18.542275
722631973	722631974	18.542376
174568240	174568242	18.543485
242917538	242917539	18.546409
315856311	315856313	18.546633
316046574	316046712	18.546951
314704990	314705148	18.551802
315844841	315844873	18.552129
130737107	130737112	18.555508
242970332	242970377	18.559490
177083214	177083281	18.559649
130737165	130737311	18.561060
243254236	243254255	18.562911
176124659	176124663	18.564150
176124200	176124203	18.569392
130736904	130736929	18.570898
315898347	315898350	18.575531
316047937	316048006	18.578652
177083439	177083520	18.579255
130736492	130736523	18.584064
316045100	316045373	18.585636
130736361	130736431	18.585802
174874630	174874635	18.588876
130738589	130738594	18.589350
175859496	175859497	18.603790
3770330	3770333	18.605731
174744047	174744049	18.609964
314704532	314704695	18.610605
175859600	175859602	18.612170
176124337	176124397	18.612693
316635180	316635207	18.613469
314704612	314705134	18.616657
243256300	243256358	18.617934
243256305	243256343	18.618133
315260838	662018692	18.619595
316045258	316045354	18.621412
242970291	242970343	18.621487
105305364	105305407	18.626845
722624779	722624780	18.627150
177083524	177083604	18.627622
315256832	315256835	18.627832
175837021	175837034	18.629399
175834201	175834315	18.633583
177083947	177083981	18.634397
152696513	152696515	18.637684
177083403	177083456	18.640001
316015893	316015933	18.643030
175834343	175834358	18.644667
243256297	243256320	18.644965
242201789	242201791	18.648236
314704913	314705061	18.648635
177083425	177083427	18.651716
1303406177	1303406178	18.654965
315882686	315882741	18.656153
314704615	314704782	18.658428
316346681	316346703	18.658641
242908741	242908751	18.658665
314704771	314704860	18.663249
130738714	130738730	18.665043
130736844	130736869	18.672292
315844843	315844859	18.675105
176124239	176124243	18.677060
316047950	316048015	18.677155
242922532	242922533	18.680822
315893752	315893768	18.684756
316635063	316635176	18.685540
158743905	691528462	18.688518
130738623	130738669	18.689499
176124442	176124447	18.689972
315268554	315268562	18.692353
316008779	316008842	18.692728
177083831	177083896	18.697348
4616042	4616045	18.700010
175836989	175837005	18.701635
315844917	315844938	18.702626
176124494	176124496	18.703614
177084142	177084178	18.706276
243256323	243256325	18.706896
176124527	176124530	18.712025
177083313	177083316	18.717400
315844692	315844944	18.719078
130736890	130736914	18.719944
2834369	157144682	18.721029
130736670	130736709	18.728536
130736778	130736947	18.729706
175837116	175837130	18.736919
176124687	176124689	18.739384
678132989	1306147543	18.742244
130738599	130738636	18.744125
316635009	316635034	18.748330
315268529	315268538	18.750082
176124187	176124195	18.751348
315844697	315844746	18.752279
175837027	175837041	18.755536
242922559	242922560	18.757563
177084259	177084474	18.762880
316346640	316346683	18.762892
243390221	243390244	18.764373
315844864	315844901	18.770913
316045074	316045202	18.771520
175837184	175837188	18.772024
316045219	316045389	18.773326
315856312	315856315	18.778496
316635101	316635126	18.779580
105305290	105305315	18.781521
177084000	177084034	18.782002
175176369	175176370	18.782564
130736251	130737358	18.782681
105305358	139605420	18.786427
314704492	314704659	18.786600
314704857	314705013	18.787281
315256827	315256852	18.787957
315260763	315260770	18.788842
177083317	177083321	18.789371
316634944	316635212	18.793142
175176416	175176418	18.795369
206293332	206293334	18.796830
105305492	105305519	18.797910
315268565	1306296757	18.799452
316634984	316635109	18.802807
315882731	315882821	18.802814
316046695	316046809	18.806338
175837129	175837137	18.806412
316008827	316008876	18.810097
177083550	177084058	18.810787
315856313	315856316	18.813276
316008808	316008888	18.815518
243380220	243380221	18.815895
174816936	174816942	18.817426
316045155	316045207	18.819262
177083929	177083971	18.821355
175836976	175836995	18.823731
315844798	315844816	18.823953
3069679	3069683	18.830461
242970381	242970394	18.830542
177083386	177083391	18.832400
130736238	130737344	18.832712
316635023	316635049	18.841277
105692689	105692726	18.842204
105591400	105591404	18.842294
175837073	175837164	18.849139
175834125	175834362	18.849546
314704918	314705064	18.850043
242960510	242960555	18.851145
130736519	130736681	18.853270
130738388	130738424	18.858392
174744056	174744057	18.861721
315844905	315844928	18.866114
242917536	242917539	18.868630
130831571	130831576	18.872480
315268558	315268615	18.872929
243256318	243256332	18.876098
130737277	130737279	18.876923
315893767	315893770	18.881651
177084016	177084041	18.886957
130738394	130738716	18.887230
316346657	316346675	18.890496
177084362	177084524	18.891878
315844870	315844909	18.892407
245018961	245019003	18.892421
314704547	314705143	18.895602
316635051	316635129	18.895985
130736333	130736410	18.897871
314704906	314705057	18.899068
316346668	316346709	18.900626
175366564	175366661	18.901223
147573281	147573286	18.904276
316045101	316045407	18.904415
242915669	242915671	18.904472
242970213	242970227	18.909672
242970634	242970637	18.914013
846316416	1306307218	18.914963
245018946	245019028	18.922876
176124506	176124508	18.922899
130736528	130736633	18.924831
175834264	175834271	18.925040
315898349	315898351	18.925380
177083570	177083634	18.928535
314704824	314704978	18.932405
105305348	105305391	18.936936
314704961	314705118	18.937427
314704901	314705055	18.938886
177083752	177083793	18.941608
3770336	284213326	18.943216
242970209	242970218	18.944235
177084233	177084448	18.948599
105329127	140152783	18.950801
315268589	315268596	18.956028
242922535	242922536	18.957006
315856334	315856335	18.959875
175834210	175834220	18.961878
175837154	175837161	18.966116
130736258	130736326	18.966289
242970237	242970314	18.975933
175176233	175176250	18.976605
316046716	316046743	18.978632
316045061	316045418	18.979888
316634958	316635003	18.985904
176124207	176124211	18.986423
174874540	174874551	18.987308
316045291	3221628144	18.987398
315856270	315856275	18.988066
242960541	242960590	18.991768
315856341	315856352	18.992862
316045042	316045419	18.993465
316503827	316503913	18.995019
315844864	315844943	18.996305
315882698	315882754	18.999621
130736215	130737313	19.000257
177083206	177084296	19.002312
176124253	176124259	19.002435
130736618	130736621	19.005028
206285278	206285305	19.005906
130736755	130736823	19.006188
318697793	318697794	19.007462
316012449	316012450	19.008888
315268544	315268550	19.010028
242917502	242917503	19.010382
176124178	176124707	19.013728
316045183	316045277	19.014844
315898350	315898366	19.021426
177083399	177083430	19.023250
177084208	177084264	19.026270
316045271	316045361	19.026637
315844892	315844931	19.028513
316635039	316635148	19.030346
176124433	176124437	19.031354
316045139	316045234	19.031826
176124454	176124458	19.033995
177084442	177084503	19.040800
105591406	105591442	19.041157
315844918	315844939	19.041450
315898341	315898345	19.044617
316045128	316045399	19.045323
130736409	130736479	19.045619
316047973	316047996	19.050319
149440971	149441014	19.050452
177083466	177083576	19.050645
175176242	175176261	19.051444
130736752	130736756	19.052093
242970740	242970755	19.053049
316045095	316045400	19.053636
130831583	130831588	19.055266
722631962	722631963	19.058702
177083185	177084522	19.059127
316045164	316045292	19.059134
207219971	207219972	19.060823
316046615	316046752	19.063518
314704816	314704973	19.063901
177083484	177083582	19.064394
242970324	242970334	19.067121
130736967	130737144	19.069934
130736262	130737371	19.070225
242960576	242960605	19.074772
315844783	315844817	19.075890
207219966	207219979	19.079579
315882692	315882706	19.083414
175834278	175834287	19.083830
3804144	3804145	19.083905
130736227	130737332	19.084165
174874592	1306140705	19.084325
316008828	316008888	19.085688
316346671	316346713	19.089137
175837069	175837080	19.089191
179425756	179425757	19.089260
315882742	315882762	19.089527
130736757	130736826	19.090351
177083520	177083597	19.090558
242970286	242970293	19.090994
174874593	174874599	19.091380
242960542	242960587	19.099427
177084474	177084558	19.102129
177083781	177083813	19.106489
130736676	130736677	19.112514
175836976	175837246	19.115790
175859533	175859575	19.116605
316045069	316045264	19.117524
174744045	174744047	19.118451
316046705	316046733	19.127283
316635124	316635174	19.127960
177083396	177083423	19.128537
175366562	175366652	19.129080
245018958	245019031	19.130164
175176427	175176462	19.131540
176124582	176124588	19.131558
175176285	175176300	19.132308
316635149	316635181	19.139451
175859448	175859564	19.140080
316008823	316008894	19.146068
316008826	316008831	19.146120
177084035	177084132	19.152629
315268526	315268578	19.159815
315856300	315856306	19.168483
316045345	316045437	19.172362
177083268	177083311	19.175766
722624785	722624786	19.179946
177083659	177083735	19.180166
130738648	130738688	19.180606
245019001	245019044	19.180787
177084033	177084088	19.183102
130736247	130736263	19.184490
243256339	243256363	19.185812
2118572	3014940	19.188967
242201785	242201837	19.190187
176124359	176124424	19.190772
315268585	315268587	19.191714
315893728	315893745	19.192043
149770905	149770996	19.197255
173059635	461622898	19.198904
315882682	315882739	19.199619
242350148	242350158	19.205525
130736342	130736415	19.205878
177083203	177083252	19.209982
177083898	177083932	19.210218
175859477	175859484	19.211012
316503828	316503937	19.215473
316635004	316635209	19.215525
315882675	315882689	19.219677
130738514	130738523	19.220447
130736751	130736765	19.221134
130737054	130737103	19.221308
315844927	315844948	19.229741
130737096	130737257	19.230176
316045114	316045391	19.235500
175834125	175834138	19.235944
177083587	177083588	19.238011
242970240	242970256	19.240709
316047961	316048012	19.241029
165318281	165318305	19.242510
316046572	316046655	19.244319
316008788	316008864	19.244563
316048024	316048101	19.245908
130738523	130738529	19.246720
177083967	177084044	19.248606
316346643	316346712	19.250296
174874443	174874455	19.250623
175834138	175834157	19.255220
149441058	243404630	19.255411
315844846	315844879	19.255428
242199292	242199299	19.256188
176124468	176124473	19.266863
176124339	176124341	19.268998
315882713	315882788	19.270076
177084287	177084307	19.271810
316346663	316346690	19.272544
316346669	316346685	19.272623
242201799	242201803	19.273274
177084452	177084546	19.282631
316045081	316045208	19.283381
316008825	316008855	19.287178
130736469	130736534	19.287538
314704561	314704657	19.289436
245018940	245019023	19.289574
175176433	175176454	19.290654
314704879	314705036	19.291585
175837176	175837180	19.292163
177083487	177083583	19.292375
315898330	315898379	19.292836
174874647	174874657	19.293294
314704511	314705046	19.293785
176124701	176124703	19.295176
2858727	2858728	19.295707
165318283	165318286	19.297012
177083550	177083842	19.299096
242960536	242960569	19.299351
314704559	314704725	19.299963
316635030	316635060	19.300261
315260821	315260830	19.301941
177084215	177084270	19.306251
242970329	242970363	19.307568
175859371	175859376	19.310343
130736529	130736634	19.310629
130831577	130831582	19.317044
242201832	242201835	19.320477
177084305	177084322	19.321785
316012461	316012462	19.321964
177083527	177083617	19.326911
130736984	130737153	19.327698
316047930	316048027	19.331383
177084366	177084528	19.334459
177083885	177084121	19.335568
316046618	316046629	19.335926
130743343	130743344	19.342456
314704625	314704791	19.344444
175176239	175176509	19.345888
245018965	245019056	19.347042
316635169	316635202	19.351238
177083253	177083255	19.351781
175837132	175837141	19.353354
316635195	316635221	19.353942
177084444	177084540	19.354317
177084093	177084136	19.354329
315844794	315844813	19.357063
314704851	314705143	19.357464
316045089	316045179	19.360570
245019000	245019043	19.360671
130736708	130736739	19.363721
242199270	242199271	19.365717
316046671	316046765	19.373831
315260796	1306299511	19.374705
130736572	130736997	19.375649
315882739	315882812	19.378760
175834268	175834278	19.380940
1262632020	1262632021	19.382455
314704791	314704955	19.383326
242199336	1303405847	19.384066
722631975	722631976	19.385903
315844738	315844765	19.391861
177083297	177084470	19.392233
243390154	243390415	19.394362
315260815	315260826	19.394616
177084338	177084380	19.395439
149440952	149441030	19.397329
130736461	130736527	19.398369
315268616	315268618	19.399447
314704578	314704743	19.400538
175859321	175859396	19.400764
242970361	242970384	19.400807
315844749	315844793	19.401314
177083848	178426685	19.402810
242970605	242970618	19.404597
245018985	258488758	19.406427
315844681	315844930	19.406503
243390107	243390124	19.407180
176124471	176124747	19.407617
315844903	315844943	19.407901
130737053	130737102	19.412182
158699100	1304806114	19.414928
177083239	177083332	19.419007
314704910	314705059	19.419852
175834174	175834186	19.420791
242970280	242970305	19.422656
316047971	316048050	19.423997
245018954	245019019	19.424074
314704719	314704890	19.424108
130736593	130736802	19.424342
314704580	314704744	19.424538
175837123	175837133	19.424810
105591407	105591440	19.425576
316015922	316015931	19.425633
315268564	315268567	19.426341
175834249	175834264	19.427886
177083244	177083337	19.429106
174874530	174874580	19.429527
130736765	130736821	19.429978
315268554	315268588	19.430985
174874660	174874662	19.431409
175859567	175859579	19.434841
315844718	315844770	19.435300
242913542	242913559	19.436099
175837236	1306309308	19.436964
4238195	4238211	19.437533
315268640	315268657	19.437768
314704615	314705137	19.439222
174874520	174874539	19.439641
315268534	315268660	19.442151
176124279	176124280	19.444675
316047983	316048060	19.450256
243256315	243256353	19.450271
176124581	176124587	19.450481
175859543	175859546	19.451760
316045092	316045398	19.452167
316046659	316046772	19.455015
177083414	177083474	19.455778
130736434	130736504	19.457581
316634979	316635016	19.459448
175836947	175837074	19.461381
315268599	315268602	19.464422
315844891	315844915	19.467841
4238209	4238212	19.468245
130736373	130736440	19.469144
316046608	316046637	19.470909
2308000	2308002	19.471647
130736633	130736669	19.473021
176124210	176124219	19.473034
316503928	316503967	19.473641
175176261	175176278	19.475790
177083377	177083452	19.477568
177084299	177084318	19.478193
316045240	316045333	19.484340
175834269	175834280	19.485036
315844822	315844839	19.485234
130736768	130737326	19.485259
177083858	177084246	19.485694
206285284	206285295	19.487872
130736506	130736617	19.488355
314704457	314704632	19.489310
315882674	315882741	19.491487
316045042	316045327	19.492915
174874689	174874732	19.493030
177083904	177083938	19.493321
314704468	314705006	19.494615
177084321	177084337	19.498349
242913546	242913548	19.498426
175834124	175834137	19.499337
316635157	316635185	19.502277
243254244	243254246	19.502623
315844740	315844787	19.507759
226696175	1306295665	19.507926
315268612	315268644	19.508091
242201803	242201810	19.511881
316045194	316045325	19.512872
316045164	316045438	19.513706
315844894	315844936	19.520359
175859520	175859525	19.525218
130737030	130737039	19.525298
2321310	2321316	19.527554
315844875	315844916	19.528415
175836958	175837220	19.531644
315268569	315268571	19.533460
130738368	130738555	19.536092
177083233	177083326	19.537392
176124398	176124425	19.539367
177083549	177084057	19.541216
316634939	316634961	19.544800
1303421670	1303421671	19.545364
130736729	130736757	19.547916
316635105	316635136	19.549235
130737269	130737273	19.549387
175834164	175834178	19.550736
316046611	316046744	19.554876
175834327	175834329	19.555188
242199265	242350125	19.557958
242350150	242350156	19.560802
130736515	130736623	19.561573
245018966	245019008	19.563866
176124440	176124442	19.564562
176124448	176124450	19.564798
242350097	242350099	19.568497
175834257	175834338	19.574119
130738509	130738622	19.576959
243390239	243390264	19.580298
130831588	130831594	19.580680
316346642	316346693	19.581316
314704772	314704863	19.584814
243256347	243256362	19.584953
245018955	245018994	19.586419
315260815	315260818	19.587443
191402733	191402737	19.589455
315898374	315898380	19.589828
316045093	316045225	19.590858
175837122	175837132	19.591813
175834209	175834219	19.591855
177084413	177084422	19.592146
177083972	177084023	19.592860
176124769	176269248	19.595855
243256289	243256292	19.599050
315844720	315844747	19.610672
722366286	722366287	19.611303
315256846	315256848	19.613988
315268611	315268643	19.614988
315898327	315898392	19.616138
314704883	314705041	19.616661
314704555	314704719	19.616669
316047963	316048036	19.617054
177084336	177084349	19.617920
175859413	175859445	19.619689
314704526	314705124	19.620695
177083211	177084547	19.622848
175859476	175859509	19.623911
176124487	176124490	19.624473
315260805	315260818	19.629260
175834270	175834281	19.631358
177083648	177083718	19.634005
316635009	316635191	19.634207
177083761	177083837	19.635125
315268634	315268637	19.637854
105692727	105692731	19.638361
174744057	174744059	19.638803
175834345	175834362	19.639459
242913540	242913556	19.640628
316045090	316045180	19.642367
176124318	176124320	19.648238
177083163	177083858	19.651326
177083501	177083507	19.651864
2990842	2990846	19.652284
175837036	175837045	19.652639
176124622	176124670	19.653427
175859585	175859588	19.653491
168986135	315856323	19.653612
175834123	175834136	19.655125
177083869	177084260	19.655394
316046617	316046728	19.657660
316046606	316046772	19.657942
175834121	175834193	19.658598
105573529	105573561	19.659182
176124213	176124256	19.659279
176124643	176124653	19.659936
243390351	243390366	19.667188
2118572	2118587	19.668262
316346644	316346687	19.668406
177084315	177084331	19.669015
177084259	1303672280	19.669669
243390136	243390344	19.670076
316045306	316045394	19.671156
175859353	175859359	19.671176
130738465	130738477	19.672595
177083582	177083647	19.673593
175837033	175837042	19.675437
105329168	105329217	19.677289
3838708	150522060	19.679948
242199247	242199248	19.680470
242199314	242199316	19.687747
316008825	316008887	19.690374
175837047	175837054	19.692702
242350130	242350132	19.695481
315856255	315856297	19.700355
314704541	314705141	19.701965
130736152	130736780	19.703109
316045115	316045239	19.705284
105573521	105573548	19.707115
177084380	177084412	19.708454
175834336	175834351	19.710268
242960526	242960597	19.710479
314704763	314705011	19.712220
316045127	316045398	19.715337
316045155	316045432	19.724687
242970225	242970297	19.725825
316008830	316012455	19.727610
175834285	175834295	19.730239
315844712	315844767	19.730894
174874474	174874486	19.731856
314704552	314705086	19.732862
316045113	316045418	19.733068
177083281	177083369	19.733992
314704852	314705002	19.734017
149441030	149441077	19.734249
242199262	2497145447	19.735143
177083227	1304966963	19.735156
348500759	348500761	19.735729
316635176	316635219	19.737747
177084053	177084354	19.739678
316634960	316635055	19.743903
177084309	177084326	19.743930
130737219	130737345	19.743933
175834200	175834377	19.748019
242199299	242199302	19.751643
316046674	316046792	19.754708
315882722	315882809	19.755450
130736726	130736753	19.758697
130737215	130737343	19.758735
175859464	175859466	19.762109
176124482	176124484	19.765264
314704712	314704883	19.765508
130736430	130736500	19.766732
316045298	316045384	19.767793
175859322	1304806428	19.768773
316635074	316635222	19.768790
130738542	130738548	19.769407
243380222	243380223	19.769763
316008806	316008860	19.771275
316503830	316503967	19.773267
315268566	315268569	19.777454
130736874	130736901	19.778028
242935879	242935883	19.778244
175834351	175834368	19.778465
176124397	176124445	19.779651
316346641	316346685	19.781513
316634934	316635197	19.782368
316048006	316048082	19.783346
315882721	315882729	19.784706
174874568	174874576	19.784921
175834222	175834230	19.786671
316046628	316046794	19.790969
314704599	314704761	19.791217
316634939	316634955	19.791275
130736580	130736773	19.791589
130736324	130736401	19.792028
177083903	177083937	19.793512
315893731	315893776	19.798032
175859466	175859469	19.798761
314704534	314705133	19.798926
177084314	177084330	19.799799
243254236	243254239	19.801679
316012451	316012452	19.804194
177083928	177083960	19.806108
242201793	242201795	19.808447
177083530	177083531	19.808997
315898352	315898376	19.810020
175836953	175836982	19.810736
130737047	130737052	19.812798
207217256	207217258	19.813913
315844834	315844861	19.814333
243256290	243256361	19.814726
316046680	316046712	19.815329
175366650	175366663	19.815655
316046623	316046791	19.816251
175366599	175366603	19.820709
316045130	316045400	19.826275
316635144	316635177	19.830092
316047959	316047981	19.832313
175859525	175859528	19.834747
316046654	316046798	19.835196
314704699	314704870	19.835748
316046666	316046700	19.838469
130736416	130736486	19.840041
316045159	316045251	19.840260
315256848	315256849	19.842753
177083188	177084525	19.844448
314704538	314704947	19.847749
314705003	314705096	19.847838
242970270	242970299	19.849931
314705009	314705106	19.855613
242199246	242199258	19.857104
177083230	177083231	19.857668
176124559	176124564	19.858319
316012447	316012449	19.858380
130736598	130736645	19.858688
177083797	177083838	19.860118
174874447	174874472	19.861317
314704684	314704895	19.863652
175176420	175176422	19.864684
314704675	314704847	19.868862
174874506	174874522	19.870095
177084269	177084289	19.870373
175859302	175859304	19.871640
177083558	177084065	19.871833
242960552	242960583	19.873277
130736247	130736316	19.875553
175366616	175366638	19.875646
316045093	316045189	19.876717
242917532	242917533	19.878215
177084139	177084175	19.878889
175859318	175859329	19.882715
242970252	242970391	19.883534
105573532	105573567	19.884035
175859469	175859473	19.884796
316346653	316346708	19.888896
243390219	243390242	19.888958
105305377	105305506	19.891745
105329151	105329170	19.894180
174744070	174744073	19.895832
174874649	174874679	19.896794
314704606	314705129	19.897803
242915667	242915669	19.898622
316046635	316046644	19.899470
130737062	130737205	19.899759
130736257	130737366	19.901738
130738433	130738461	19.903190
316045053	316045110	19.903429
316045185	316045312	19.903463
176124547	176124622	19.907396
177083217	177084553	19.907424
130737171	130737354	19.909355
314704710	314704882	19.916668
175176323	175176389	19.920716
314704662	314704826	19.922710
315882708	315882781	19.925299
316046608	316046748	19.931450
175859504	175859553	19.932678
165318252	165318280	19.934850
175834198	175834311	19.935446
175834192	175834210	19.936781
315844703	315844937	19.938035
174874693	1304810060	19.941371
314704576	314705101	19.941624
130736630	130736667	19.942938
316008795	316008856	19.943850
315844730	315844780	19.944392
316046689	316046719	19.945489
243390109	243390130	19.946151
315856308	315856312	19.946737
105573561	105573602	19.947192
316045096	316045223	19.949710
315898378	315898385	19.955331
175176365	175176377	19.959050
314704584	314704750	19.960657
315268542	315268548	19.963492
242970337	242970387	19.964110
177083615	177083676	19.969128
177083601	177083668	19.972841
130736620	130737286	19.973227
316045260	316045382	19.974988
316045109	316045204	19.975106
175176502	175176508	19.977390
243390101	243390451	19.977827
176124464	176124466	19.990001
315882723	315882811	19.990080
315882816	1303820848	19.990566
242970302	242970345	19.991579
242970255	242970368	19.992210
242970328	242970356	19.993097
175834126	175834375	19.995316
179425745	179425747	19.996199
316047917	316048031	19.997580
314704997	314705126	19.998532
176124389	176124402	20.000361
176124333	176124335	20.001591
242350118	242350120	20.002006
177083410	177083465	20.002567
243256299	243256357	20.003644
175176224	175176394	20.005261
316634998	316635026	20.005832
315882691	315882748	20.006464
176124640	176124643	20.007682
315844739	315844786	20.008004
176269239	176269243	20.008105
316046630	316046797	20.011312
316045120	316045389	20.013351
177083563	177084070	20.021065
177084034	177084091	20.022058
316045124	316045431	20.025760
176124221	176124225	20.025956
315856348	315856357	20.027577
176124400	176124404	20.028133
175859482	175859485	20.028415
315260784	315260793	20.030527
130736220	130736290	20.032445
316047959	316048091	20.034867
177084356	177084518	20.035163
316045258	316045309	20.037674
315856259	315856322	20.042541
130737035	130737043	20.043259
209677294	209677813	20.043550
314704716	314704816	20.051247
315844858	315844880	20.052062
105573537	105573544	20.052920
315898333	315898383	20.053519
242199289	242199290	20.055340
105573545	105573612	20.055780
316048010	316048046	20.059175
316503920	316503958	20.059384
176124583	176124716	20.059771
130736204	130736278	20.060353
130738644	130738682	20.061241
177083953	177083993	20.066183
177083680	177083763	20.069362
179425734	179425765	20.071277
722624805	722624806	20.072279
242970299	242970364	20.072630
314704964	314705124	20.079641
243390093	243390109	20.081366
315844881	315844901	20.081494
242199245	242199324	20.081524
105305449	140152781	20.085387
314704469	314705007	20.086483
242913551	242913560	20.087707
177083664	177083748	20.088091
2321309	2321319	20.089212
316045103	316045148	20.090034
176124266	176124268	20.090172
174744069	174744071	20.092924
316015911	316015927	20.095180
258488758	258488759	20.095726
315844755	315844782	20.096495
105573549	105573612	20.097477
314704761	314704853	20.098544
175837117	175837189	20.098827
315268580	315268582	20.099434
348500761	348500763	20.099599
722631963	722631964	20.100722
177083276	177083367	20.102506
316346642	316346679	20.102846
315844854	315844873	20.102880
315844689	315844924	20.110603
315268563	315268566	20.111188
316503918	316503941	20.111475
130737132	130737284	20.112080
177083552	177084060	20.112107
179425747	179425749	20.114583
177084473	177084542	20.116251
175366600	175366602	20.116711
314704628	314704794	20.119268
316046621	316046649	20.119275
652852681	652852743	20.119513
130737157	130737223	20.119643
242557171	242557173	20.122699
175837206	175837242	20.123172
316045126	316045249	20.124282
175176479	175176499	20.125614
245018995	245019038	20.126155
177083161	177083857	20.126256
242199319	242199321	20.127045
314704812	314704917	20.127378
315882695	315882751	20.129601
130736449	130736515	20.130110
130736236	130736305	20.130611
177084464	177084553	20.130857
175836953	175837214	20.132134
722624782	1306292002	20.132259
316008831	316008881	20.134734
315844850	315844867	20.135103
163725066	163725098	20.135358
242960516	242960591	20.135716
176124288	176124314	20.137746
175859487	175859491	20.142785
175837234	175837236	20.144065
176124703	176124706	20.150493
175834165	175834179	20.153117
316046632	316046722	20.154229
316045055	316045365	20.156435
678132992	1304806114	20.156728
177083419	177083484	20.157719
130736972	130737147	20.159719
242908753	242908764	20.159919
157435306	157435310	20.163932
176124609	176124630	20.163937
175834255	175834336	20.167126
130736171	130736798	20.168879
176124576	176124647	20.173319
177084456	177084550	20.174941
314704955	314705046	20.175097
316045215	316045336	20.175766
130736462	130736528	20.178579
316046562	316046640	20.180317
242922549	242922550	20.181193
175837077	175837085	20.183254
130736178	130736833	20.185753
174568257	174568259	20.186416
177083593	177083658	20.187767
175837070	175837081	20.189839
177084271	177084291	20.193212
316635121	316635159	20.197617
242199344	242199346	20.199473
207219970	207219982	20.200972
314704474	314704580	20.204955
314704912	314704991	20.206416
130831605	130831608	20.206804
242970203	242970338	20.207408
176124325	176124583	20.213707
130738581	130738588	20.216163
177084421	177084428	20.218181
191402689	191402697	20.218274
245018953	245019038	20.218888
245018968	245019058	20.220937
314704520	314704619	20.222034
177084308	177084325	20.223403
245018950	245018989	20.223444
176124634	176124637	20.225118
242913539	242913544	20.225727
316045144	316045183	20.225766
315268578	315268612	20.228056
177083316	177083320	20.230201
105573552	105573572	20.232352
176124463	176124465	20.233144
316046571	316046792	20.234405
316346654	316346692	20.239867
678132998	678132999	20.240817
242960538	242960603	20.242721
130738560	130738630	20.243635
242970231	242970374	20.243653
105305247	105305409	20.245551
4238210	4238212	20.248271
314704856	314705009	20.248341
678081278	722624783	20.251215
177083205	177083227	20.252876
314704914	314704994	20.255309
175834318	175834347	20.255375
243404629	243404631	20.258168
130737033	130737042	20.258461
175834352	175834369	20.259464
176124257	1306128881	20.259653
107683078	107683099	20.261417
315844803	315844816	20.262433
175834324	175834327	20.267606
315260766	315260774	20.268757
316503829	316503941	20.269399
316503939	316503960	20.270522
316634965	316634982	20.272983
316635122	316635173	20.275714
315898363	315898394	20.276157
130736325	130736402	20.279753
130738517	130738525	20.281810
105305313	105305460	20.282060
174874637	174874642	20.283198
243390359	243390378	20.288257
163725099	163725104	20.289838
315882697	315882781	20.291351
177083136	177083849	20.294101
314704941	314705023	20.295098
314704859	314705015	20.295576
177084503	177084507	20.299257
175859423	175859425	20.299258
130738591	130738595	20.303476
316047915	316047986	20.304605
243380238	243380241	20.307001
191402692	191402700	20.307367
315844733	315844782	20.309967
316635082	316635155	20.311179
314704495	314705031	20.313185
315268572	315268574	20.316331
177083181	177083234	20.317073
175366570	175366573	20.318803
314704489	314704596	20.318906
130736368	130736436	20.319636
245018972	245019013	20.322608
316045116	316045213	20.323920
316046562	316046784	20.326305
314704806	314704966	20.328370
316008863	316008891	20.328525
177084200	177084222	20.329293
315844684	315844935	20.331602
177083780	177083812	20.333690
174744065	174744066	20.333848
